hex_id,h3_resolution,source_h3_resolution,source_child_hex_count,wind_eligible,solar_eligible,wind_hard_stop,solar_hard_stop,wind_establishment_placement_score,solar_establishment_placement_score,wind_hard_stop_reasons,solar_hard_stop_reasons,wind_exclusion_reason,solar_exclusion_reason,grid_component,road_component,wind_settlement_component,solar_settlement_component,protected_component,culture_component,coastal_component,aviation_component,military_component,grid_distance_m,road_distance_m,settlement_distance_m,protected_distance_m,culture_distance_m,coastal_hard_distance_m,coastal_zone_distance_m,aviation_bird_distance_m,military_distance_m
891f0c99487ffff,9,10,7,False,False,True,True,51.57,60.49,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.5143,1.0,0.3792,0.9842,0.0,0.7928,0.0,1.0,1.0,3428.6,959.3,641.3,0.0,713.5,0.0,0.0,8089.8,7660.2
891f0c9948fffff,9,10,3,False,False,True,True,56.95,60.98,natura_habitat_areas;protected_areas;strand_protection,natura_habitat_areas;protected_areas;strand_protection,natura_habitat_areas;protected_areas;strand_protection,natura_habitat_areas;protected_areas;strand_protection,0.4661,1.0,0.661,1.0,0.0,1.0,0.0,1.0,1.0,3669.6,1219.6,894.9,98.8,976.1,158.4,214.1,8049.3,7598.6
891f0c99493ffff,9,10,7,False,False,True,True,60.61,64.21,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.5736,1.0,0.697,1.0,0.0,1.0,0.0,1.0,1.0,3131.9,971.1,927.3,0.0,1008.7,0.0,0.0,7528.2,7100.1
891f0c99497ffff,9,10,7,False,False,True,True,57.39,63.71,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.5703,1.0,0.5456,1.0,0.0,0.9508,0.0,1.0,1.0,3148.6,937.4,791.0,0.0,855.7,0.0,0.0,7831.1,7411.0
891f0c9949bffff,9,10,4,False,False,True,True,65.81,63.64,natura_habitat_areas;protected_areas,natura_habitat_areas;protected_areas,natura_habitat_areas;protected_areas,natura_habitat_areas;protected_areas,0.5199,1.0,1.0,1.0,0.0,1.0,0.2087,1.0,1.0,3400.4,1270.7,1208.1,86.1,1220.7,187.6,208.7,7487.6,7038.5
891f0c994a3ffff,9,10,7,False,False,True,True,42.11,47.5,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.4428,1.0,0.0836,0.5004,0.0,0.5257,0.0,1.0,1.0,3785.8,662.6,375.2,0.0,473.1,0.0,0.0,8651.4,8220.3
891f0c994a7ffff,9,10,7,False,False,True,True,41.64,46.93,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.437,1.0,0.0767,0.4891,0.0,0.5024,0.0,1.0,1.0,3814.9,510.4,369.0,0.0,452.2,0.0,0.0,8954.2,8531.2
891f0c994abffff,9,10,1,True,True,False,False,54.64,62.72,,,,,0.4,1.0,0.4377,1.0,0.1965,0.8778,0.2325,1.0,1.0,4000.0,981.4,693.9,196.5,790.0,209.9,232.5,8610.9,8158.7
891f0c994afffff,9,10,2,False,False,True,True,46.8,54.86,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.3838,1.0,0.327,0.8987,0.0,0.7708,0.0,1.0,1.0,4081.1,812.8,594.3,143.6,693.7,150.4,143.6,8911.4,8469.6
891f0c994b3ffff,9,10,7,False,False,True,True,41.76,46.46,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.5015,1.0,0.0132,0.3853,0.0,0.4353,0.0,1.0,1.0,3492.4,636.2,311.9,0.0,391.8,0.0,0.0,8392.6,7971.1
891f0c994b7ffff,9,10,7,False,False,True,True,37.64,35.61,buildings_low;cultural_conservation_values;cultural_preservation;natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.4871,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3564.3,346.0,68.7,0.0,167.6,0.0,0.0,8696.5,8282.0
891f0c994bbffff,9,10,7,False,False,True,True,48.97,57.28,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.4575,1.0,0.3361,0.9136,0.0,0.7642,0.0,1.0,1.0,3712.7,920.9,602.5,0.0,687.8,11.7,64.8,8349.7,7909.4
891f0c99593ffff,9,10,1,True,True,False,False,52.47,58.12,,,,,0.5211,1.0,0.0709,0.4796,0.2187,1.0,0.1834,1.0,1.0,3394.4,413.4,363.8,218.7,1188.0,231.5,183.4,9670.1,9306.1
891f0c995d3ffff,9,10,5,False,False,True,True,46.82,54.32,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.4373,1.0,0.2691,0.804,0.0,0.716,0.0,1.0,1.0,3813.3,559.0,542.2,52.4,644.4,55.8,52.4,9258.0,8842.1
891f0c995dbffff,9,10,1,True,True,False,False,53.46,61.96,,,,,0.3854,1.0,0.4152,1.0,0.2043,0.8377,0.2043,1.0,1.0,4073.2,767.3,673.7,204.3,753.9,204.3,204.3,9213.0,8780.5
891f0c9a013ffff,9,10,4,False,False,True,True,50.83,49.75,buildings_low;built_low_selection;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,0.9583,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1208.6,201.8,29.7,49.2,29.7,148.8,29.7,10685.5,11626.4
891f0c9a017ffff,9,10,3,False,False,True,True,52.01,57.29,nature_wildlife_reserve,nature_wildlife_reserve,nature_wildlife_reserve,nature_wildlife_reserve,0.9105,1.0,0.0012,0.3656,0.0,0.2369,0.0998,1.0,1.0,1447.3,376.5,301.1,103.3,213.2,438.5,99.8,11022.6,11960.8
891f0c9a01bffff,9,10,2,False,False,True,True,50.14,52.16,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,0.9335,1.0,0.0,0.1751,0.0,0.0,0.0,1.0,1.0,1332.5,227.8,196.3,162.2,162.2,174.0,162.2,10536.8,11404.0
891f0c9a043ffff,9,10,7,False,False,True,True,47.87,50.21,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,0.8526,1.0,0.0,0.2018,0.0,0.0,0.0,1.0,1.0,1737.2,352.3,211.0,0.0,0.0,0.0,0.0,10249.6,10973.5
891f0c9a04bffff,9,10,7,False,False,True,True,46.48,48.81,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,0.8027,1.0,0.0,0.2073,0.0,0.0,0.0,1.0,1.0,1986.4,447.5,214.0,0.0,0.0,0.0,0.0,10111.1,10766.1
891f0c9a04fffff,9,10,2,False,False,True,True,48.91,55.71,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;protected_areas;strand_protection;valuable_cultural_environment,0.7958,1.0,0.1458,0.6022,0.0,0.0,0.0,1.0,1.0,2021.1,655.9,431.2,124.3,124.3,159.0,124.3,10445.9,11104.2
891f0c9a053ffff,9,10,7,False,False,True,True,39.95,39.59,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,0.9075,0.324,0.0,0.1962,0.0,0.0,0.0,1.0,1.0,1462.3,48.6,207.9,49.2,0.0,0.0,0.0,10055.5,10850.0
891f0c9a057ffff,9,10,5,False,False,True,True,50.25,56.31,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,nature_wildlife_reserve;strand_protection;valuable_cultural_environment,0.897,1.0,0.0629,0.4665,0.0,0.0,0.0,1.0,1.0,1514.8,262.5,356.6,63.5,65.5,94.4,63.9,10391.4,11186.3
891f0c9a05bffff,9,10,7,False,False,True,True,47.32,45.85,buildings_low;built_low_selection;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;protected_areas;strand_protection;valuable_cultural_environment,0.8544,0.9567,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1727.9,143.5,21.6,64.7,0.0,109.1,0.0,9914.3,10636.4
891f0c9a083ffff,9,10,7,False,False,True,True,39.03,34.32,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,1.0,0.0733,0.0,0.0,0.0,0.0,0.0,1.0,1.0,890.6,11.0,0.0,158.8,0.0,355.4,0.0,10655.3,11752.7
891f0c9a087ffff,9,10,7,False,False,True,True,39.18,34.75,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,0.9596,0.1647,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1201.8,24.7,24.7,117.4,46.6,570.9,0.0,10993.1,12084.3
891f0c9a08bffff,9,10,7,False,False,True,True,43.42,39.97,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,1.0,0.3873,0.0,0.0,0.0,0.0,0.0,1.0,1.0,907.1,58.1,58.1,116.4,0.0,40.6,0.0,10500.3,11520.3
891f0c9a08fffff,9,10,7,False,False,True,True,47.87,45.3,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,0.9676,0.5087,0.0,0.0,0.2286,0.0,0.0,1.0,1.0,1162.0,76.3,76.3,228.6,102.5,284.1,0.0,10837.7,11853.2
891f0c9a093ffff,9,10,7,False,False,True,True,48.81,45.98,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,1.0,0.3667,0.0,0.0,0.3545,0.0,0.0,1.0,1.0,650.3,55.0,0.0,354.5,15.3,506.2,0.0,10475.6,11659.2
891f0c9a097ffff,9,10,7,False,False,True,True,39.08,34.39,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_centre;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,1.0,0.0773,0.0,0.0,0.0,0.0,0.0,1.0,1.0,980.4,11.6,0.0,142.1,0.0,672.2,0.0,10813.7,11989.0
891f0c9a09bffff,9,10,7,False,False,True,True,48.53,45.46,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,1.0,0.27,0.0,0.0,0.4221,0.0,0.0,1.0,1.0,610.0,40.5,0.0,422.1,92.0,230.7,0.0,10317.5,11421.5
891f0c9a0b3ffff,9,10,4,True,True,False,False,60.06,66.47,,,,,0.895,1.0,0.032,0.416,0.404,0.4243,0.0937,1.0,1.0,1525.0,360.7,328.8,404.0,381.9,865.9,93.7,11330.9,12416.3
891f0c9a0bbffff,9,10,7,False,False,True,True,52.12,56.83,nature_wildlife_reserve,nature_wildlife_reserve,nature_wildlife_reserve,nature_wildlife_reserve,0.9096,1.0,0.0,0.328,0.0,0.3231,0.0107,1.0,1.0,1451.9,280.4,280.4,114.4,290.8,610.2,10.7,11175.1,12186.5
891f0c9a0c3ffff,9,10,7,False,False,True,True,44.33,40.22,buildings_low;strand_protection;valuable_cultural_environment,buildings_low;strand_protection;valuable_cultural_environment,buildings_low;strand_protection;valuable_cultural_environment,buildings_low;strand_protection;valuable_cultural_environment,1.0,0.0413,0.0,0.0,0.3595,0.0,0.0,1.0,1.0,939.9,6.2,67.8,359.5,0.0,137.5,0.0,10011.7,10958.5
891f0c9a0c7ffff,9,10,7,False,False,True,True,43.51,40.12,buildings_low;built_low_selection;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_wildlife_reserve;strand_protection;valuable_cultural_environment,0.9944,0.4047,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1028.1,60.7,60.7,96.2,0.0,0.0,0.0,10348.5,11292.3
