hex_id,population,source_cell_count
8808159b21fffff,182,6
8808159b23fffff,11,1
8808159b25fffff,14,4
8808159b27fffff,75,6
8808159b29fffff,315,5
8808159b2bfffff,407,6
8808159b2dfffff,20,1
8808159b33fffff,18,3
8808159b39fffff,371,6
8808159b3bfffff,436,6
8808159b3dfffff,50,3
8808159b41fffff,8,2
8808159b43fffff,1,1
8808159b45fffff,14,4
8808159b47fffff,17,4
8808159b49fffff,12,3
8808159b4bfffff,14,3
8808159b51fffff,30,3
8808159b55fffff,9,3
8808159b57fffff,12,3
8808159b5dfffff,62,6
8808159b61fffff,24,2
8808159b63fffff,25,3
8808159b65fffff,86,4
8808159b67fffff,92,5
8808159b69fffff,68,6
8808159b6bfffff,62,4
8808159b6dfffff,41,5
880815a003fffff,13,3
880815a00bfffff,5,1
880815a011fffff,236,8
880815a013fffff,16,3
880815a015fffff,47,5
880815a017fffff,76,6
880815a019fffff,13,4
880815a01bfffff,46,4
880815a01dfffff,4,2
880815a053fffff,4,1
880815a061fffff,6,1
880815a063fffff,1,1
880815a067fffff,17,3
880815a081fffff,12,3
880815a083fffff,13,4
880815a085fffff,23,5
880815a087fffff,8,1
880815a089fffff,43,5
880815a08bfffff,8,3
880815a08dfffff,48,8
880815a095fffff,16,3
880815a097fffff,5,2
880815a0b9fffff,12,6
880815a0bbfffff,27,2
880815a0bdfffff,2,1
880815a0c1fffff,88,7
880815a0c3fffff,56,8
880815a0c5fffff,42,3
880815a0c7fffff,104,7
880815a0c9fffff,52,5
880815a0cbfffff,6,1
880815a0cdfffff,64,7
880815a0d1fffff,6,2
880815a0d5fffff,20,3
880815a0d9fffff,4,1
880815a0dbfffff,14,3
880815a0ddfffff,17,4
880815a0e1fffff,10,1
880815a0e3fffff,33,5
880815a0e9fffff,262,6
880815a0ebfffff,108,7
880815a285fffff,9,3
880815a289fffff,5,1
880815a28dfffff,7,1
880815a2a1fffff,10,2
880815a2a3fffff,39,6
880815a2a5fffff,27,5
880815a2a7fffff,3,1
880815a2abfffff,17,4
880815a2adfffff,6,1
880815a2b1fffff,6,3
880815a2b5fffff,64,4
880815a2bbfffff,2,2
880815a307fffff,4,2
880815a331fffff,4,1
880815a339fffff,9,3
880815a36dfffff,2,1
880815a443fffff,4,1
880815a48bfffff,2,1
880815a4c3fffff,7,2
880815a4c9fffff,4,2
880815a4d5fffff,2,1
880815a505fffff,12,3
880815a521fffff,1,1
880815a523fffff,15,3
880815a527fffff,3,1
880815a529fffff,6,2
880815a52bfffff,2,1
880815a53dfffff,4,1
880815a563fffff,4,2
880815a565fffff,2,1
880815a56dfffff,10,2
880815a605fffff,2,1
880815a60dfffff,7,1
880815a639fffff,16,4
880815a63bfffff,9,2
880815a6adfffff,3,1
880815a6e7fffff,2,1
880815a705fffff,11,4
880815a721fffff,33,7
880815a723fffff,4,1
880815a725fffff,13,3
880815a727fffff,6,2
880815a729fffff,28,3
880815a72dfffff,19,5
880815a745fffff,1,1
880815a761fffff,15,5
880815a763fffff,3,1
880815a767fffff,42,6
880815a769fffff,9,3
880815a76bfffff,3,1
880815a76dfffff,9,1
880815a801fffff,21,2
880815a803fffff,15,3
880815a807fffff,4,2
880815a809fffff,21,2
880815a80bfffff,12,3
880815a811fffff,34,3
880815a813fffff,22,5
880815a815fffff,9,2
880815a817fffff,101,7
880815a819fffff,10,2
880815a81bfffff,31,5
880815a81dfffff,31,7
880815a839fffff,16,3
880815a83bfffff,6,1
880815a841fffff,21,3
880815a843fffff,26,5
880815a845fffff,5,1
880815a847fffff,9,2
880815a849fffff,24,4
880815a84bfffff,7,2
880815a84dfffff,45,6
880815a851fffff,26,5
880815a853fffff,64,6
880815a855fffff,26,4
880815a857fffff,3,1
880815a859fffff,18,4
880815a85bfffff,14,4
880815a85dfffff,20,3
880815a881fffff,7,2
880815a883fffff,12,3
880815a885fffff,4,3
880815a887fffff,15,4
880815a889fffff,1,1
880815a88bfffff,16,3
880815a893fffff,7,1
880815a895fffff,4,1
880815a897fffff,4,1
880815a899fffff,12,2
880815a8a9fffff,11,1
880815a8abfffff,24,3
880815a8b1fffff,3,2
880815a8b9fffff,4,2
880815a8c1fffff,5,3
880815a8c3fffff,8,4
880815a8c5fffff,6,1
880815a8c9fffff,6,2
880815a8cdfffff,20,3
880815a8d1fffff,2,1
880815a8d3fffff,41,4
880815a8d5fffff,12,3
880815a8d7fffff,6,2
880815a8d9fffff,6,2
880815a8dbfffff,17,4
880815a8e1fffff,14,5
880815a8e3fffff,17,2
880815a8e5fffff,19,3
880815a8e7fffff,15,4
880815a8e9fffff,13,4
880815a8edfffff,73,6
880815a901fffff,26,2
880815a903fffff,19,2
880815a905fffff,44,4
880815a907fffff,5,2
880815a90dfffff,15,2
880815a915fffff,5,2
880815a91dfffff,7,1
880815a921fffff,22,4
880815a923fffff,9,2
880815a925fffff,133,6
880815a927fffff,59,2
880815a929fffff,23,6
880815a92bfffff,19,4
880815a92dfffff,10,2
880815a931fffff,11,3
880815a933fffff,2,1
880815a935fffff,61,3
880815a937fffff,31,4
880815a939fffff,8,1
880815a93bfffff,30,4
880815a93dfffff,1,1
880815a961fffff,2,1
880815a963fffff,26,4
880815a965fffff,1,1
880815a967fffff,20,3
880815a983fffff,1,1
880815a991fffff,1,1
880815a999fffff,2,1
880815a99bfffff,3,2
880815a9a5fffff,28,4
880815a9a7fffff,7,1
880815a9adfffff,5,2
880815a9bbfffff,1,1
880815a9e5fffff,5,2
880815a9edfffff,8,2
880815aa09fffff,4,1
880815aa23fffff,13,2
880815aa25fffff,25,4
880815aa27fffff,14,3
880815aa2dfffff,4,1
880815aa31fffff,8,1
880815aa33fffff,21,4
880815aa35fffff,15,2
880815aa37fffff,18,4
880815aa3bfffff,10,2
880815aa41fffff,4,1
880815aa43fffff,26,4
880815aa55fffff,7,2
880815aa57fffff,20,3
880815aa81fffff,5,2
880815aa83fffff,7,1
880815aa85fffff,7,2
880815aa87fffff,20,3
880815aa8dfffff,10,2
880815aa91fffff,2,1
880815aa95fffff,8,1
880815aa97fffff,21,4
880815aaa1fffff,89,6
880815aaa3fffff,50,2
880815aaa5fffff,171,6
880815aaa7fffff,49,4
880815aaa9fffff,54,5
880815aaabfffff,28,5
880815aaadfffff,212,6
880815aab1fffff,2,1
880815aab9fffff,3,2
880815aabbfffff,9,3
880815aabdfffff,5,1
880815aae1fffff,12,3
880815aae3fffff,57,5
880815aae5fffff,9,3
880815aae7fffff,121,9
880815aaedfffff,2,1
880815ab11fffff,6,2
880815ab13fffff,12,3
880815ab15fffff,1,1
880815ab19fffff,8,1
880815ab1bfffff,23,4
880815ab1dfffff,28,5
880815ab51fffff,1,1
880815ab53fffff,13,3
880815ab55fffff,14,3
880815ab57fffff,15,4
880815aca1fffff,1,1
880815aca3fffff,9,2
880815acb5fffff,17,4
880815acb7fffff,3,2
880815ace7fffff,4,1
880815acedfffff,4,2
880815ad09fffff,1,1
880815ad25fffff,2,1
880815ad29fffff,1,1
880815ad2dfffff,3,1
880815ad41fffff,22,5
880815ad43fffff,5,1
880815ad45fffff,4,1
880815ad47fffff,2,1
880815ad49fffff,1,1
880815ad4bfffff,4,1
880815ad4dfffff,4,1
880815ad59fffff,9,3
880815ad5dfffff,4,2
880815ad61fffff,5,1
880815ad65fffff,5,2
880815ad6bfffff,3,1
880815ad85fffff,5,1
880815ada1fffff,4,1
880815ada9fffff,2,1
880815adb7fffff,2,1
880815adbdfffff,7,1
880815ade1fffff,4,1
880815ade5fffff,2,1
880815ade7fffff,2,1
880815ae5bfffff,10,2
880815aecbfffff,1,1
880815aed5fffff,2,1
880815af0dfffff,5,1
880815af21fffff,22,6
880815af23fffff,53,5
880815af25fffff,4,2
880815af29fffff,23,4
880815af2bfffff,12,2
880815af2dfffff,3,1
880815af33fffff,1,1
880815af35fffff,12,3
880815af37fffff,11,3
880815af61fffff,10,3
880815af63fffff,29,5
880815af65fffff,17,3
880815af69fffff,31,5
880815af6bfffff,15,5
880815af6dfffff,10,2
880815b00bfffff,1,1
880815b019fffff,1,1
880815b045fffff,7,1
880815b051fffff,3,2
880815b053fffff,7,2
880815b057fffff,1,1
880815b069fffff,5,2
880815b0c5fffff,10,2
880815b201fffff,2,1
880815b203fffff,4,2
880815b205fffff,3,1
880815b21dfffff,13,2
880815b247fffff,2,1
880815b24bfffff,22,4
880815b251fffff,10,3
880815b255fffff,13,3
880815b257fffff,18,2
880815b259fffff,25,6
880815b25bfffff,11,2
880815b261fffff,3,1
880815b28bfffff,2,1
880815b299fffff,20,4
880815b29bfffff,5,2
880815b2a5fffff,2,1
880815b2a9fffff,4,1
880815b2adfffff,8,3
880815b2c1fffff,2,1
880815b2c3fffff,9,1
880815b2c9fffff,6,1
880815b2cbfffff,2,1
880815b2d1fffff,1,1
880815b2d5fffff,8,3
880815b2d7fffff,20,3
880815b2e1fffff,1,1
880815b2e5fffff,9,1
880815b2e7fffff,4,2
880815b301fffff,1,1
880815b303fffff,7,1
880815b307fffff,9,3
880815b30dfffff,2,1
880815b311fffff,5,1
880815b315fffff,4,1
880815b331fffff,6,1
880815b339fffff,5,2
880815b33dfffff,2,1
880815b34bfffff,1,1
880815b34dfffff,1,1
880815b361fffff,4,2
880815b363fffff,19,3
880815b367fffff,1,1
880815b36bfffff,7,1
880815b36dfffff,10,2
880815b40bfffff,2,1
880815b411fffff,10,4
880815b413fffff,4,3
880815b417fffff,3,1
880815b41dfffff,10,3
880815b445fffff,3,1
880815b449fffff,5,1
880815b44bfffff,11,2
880815b44dfffff,11,4
880815b457fffff,1,1
880815b489fffff,5,1
880815b48bfffff,5,2
880815b48dfffff,1,1
880815b497fffff,2,1
880815b4c5fffff,8,3
880815b4c7fffff,3,1
880815b627fffff,7,1
880815b6b3fffff,1,1
880815b711fffff,3,1
880815b71bfffff,2,1
880815b71dfffff,2,1
880815b741fffff,9,4
880815b743fffff,6,2
880815b74dfffff,32,5
880815b755fffff,14,5
880815b757fffff,10,3
880815b75dfffff,2,1
880815ba1bfffff,9,2
880815ba55fffff,1,1
880815ba57fffff,1,1
880815ba5dfffff,9,3
880815ba81fffff,15,2
880815ba83fffff,18,7
880815ba85fffff,9,2
880815ba89fffff,2,2
880815ba8bfffff,11,2
880815ba8dfffff,12,3
880815baa9fffff,2,1
880815babbfffff,4,1
880815bac5fffff,25,6
880815bac7fffff,8,1
880815bacdfffff,1,1
880815bae1fffff,10,2
880815bae3fffff,19,2
880815bae7fffff,7,2
880815bae9fffff,2,1
880815baebfffff,52,3
880815c001fffff,8,1
880815c005fffff,55,7
880815c007fffff,26,4
880815c021fffff,23,4
880815c023fffff,49,4
880815c025fffff,25,4
880815c027fffff,24,4
880815c029fffff,30,4
880815c02dfffff,20,4
880815c031fffff,36,3
880815c033fffff,184,6
880815c035fffff,36,4
880815c037fffff,123,6
880815c039fffff,7,1
880815c03bfffff,17,4
880815c03dfffff,8,3
880815c043fffff,2,1
880815c059fffff,17,4
880815c05dfffff,1,1
880815c063fffff,2,1
880815c065fffff,21,2
880815c067fffff,15,2
880815c081fffff,2,1
880815c083fffff,44,4
880815c085fffff,26,4
880815c087fffff,17,5
880815c089fffff,20,4
880815c08bfffff,15,3
880815c08dfffff,5,1
880815c091fffff,26,3
880815c093fffff,13,3
880815c095fffff,17,3
880815c097fffff,12,3
880815c099fffff,39,4
880815c09bfffff,208,5
880815c09dfffff,9,2
880815c0a9fffff,43,4
880815c0abfffff,43,3
880815c0b1fffff,6,2
880815c0b3fffff,18,5
880815c0b9fffff,16,5
880815c0bbfffff,7,4
880815c0c3fffff,3,1
880815c0c5fffff,3,2
880815c0c7fffff,2,1
880815c0e3fffff,14,2
880815c0e5fffff,263,8
880815c0e7fffff,103,5
880815c0e9fffff,2,1
880815c0ebfffff,16,2
880815c0edfffff,5,2
880815c101fffff,12,2
880815c103fffff,4,1
880815c105fffff,39,6
880815c109fffff,35,3
880815c10bfffff,46,6
880815c10dfffff,15,2
880815c119fffff,7,2
880815c11dfffff,7,1
880815c129fffff,3,2
880815c12bfffff,12,3
880815c12dfffff,5,2
880815c141fffff,1,1
880815c143fffff,88,7
880815c147fffff,6,2
880815c149fffff,2,1
880815c14bfffff,16,3
880815c151fffff,316,6
880815c153fffff,118,7
880815c155fffff,126,4
880815c157fffff,89,8
880815c159fffff,16,6
880815c15bfffff,10,3
880815c15dfffff,160,6
880815c161fffff,22,5
880815c163fffff,29,5
880815c167fffff,37,6
880815c16bfffff,12,1
880815c181fffff,11,2
880815c189fffff,4,2
880815c18bfffff,17,4
880815c19dfffff,15,3
880815c1c1fffff,4,1
880815c1c3fffff,3,2
880815c1c9fffff,10,2
880815c1cbfffff,34,5
880815c1cdfffff,7,1
880815c1d3fffff,57,4
880815c1d7fffff,12,3
880815c1d9fffff,300,7
880815c1dbfffff,212,5
880815c1ddfffff,17,2
880815c201fffff,14,3
880815c209fffff,7,2
880815c20dfffff,18,3
880815c217fffff,3,1
880815c219fffff,3,1
880815c21dfffff,2,1
880815c22bfffff,2,1
880815c231fffff,6,2
880815c245fffff,9,3
880815c249fffff,2,1
880815c253fffff,199,6
880815c255fffff,26,3
880815c257fffff,46,4
880815c259fffff,8,2
880815c25bfffff,3,1
880815c261fffff,29,3
880815c263fffff,7,2
880815c267fffff,6,1
880815c269fffff,2,1
880815c26bfffff,20,3
880815c2c9fffff,23,3
880815c2e5fffff,17,4
880815c2e9fffff,4,2
880815c2edfffff,6,1
880815c30dfffff,26,4
880815c331fffff,5,3
880815c335fffff,9,3
880815c337fffff,19,4
880815c345fffff,5,1
880815c369fffff,3,1
880815c36bfffff,3,1
880815c469fffff,1,1
880815c481fffff,42,2
880815c483fffff,26,1
880815c485fffff,33,5
880815c487fffff,10,2
880815c48bfffff,26,3
880815c491fffff,7,1
880815c493fffff,1092,8
880815c497fffff,220,5
880815c499fffff,1,1
880815c49bfffff,8,1
880815c49dfffff,40,5
880815c4a1fffff,11,2
880815c4a3fffff,18,2
880815c4a5fffff,53,3
880815c4a9fffff,4,1
880815c4abfffff,6,2
880815c4b1fffff,11,3
880815c4b3fffff,5,2
880815c4b7fffff,36,2
880815c4bbfffff,7,2
880815c4bdfffff,4,1
880815c4d7fffff,9,1
880815c4e3fffff,12,2
880815c505fffff,17,4
880815c509fffff,47,4
880815c50bfffff,62,6
880815c50dfffff,16,1
880815c515fffff,11,1
880815c519fffff,4,1
880815c539fffff,5,1
880815c541fffff,4,1
880815c545fffff,36,3
880815c547fffff,52,6
880815c549fffff,27,4
880815c54bfffff,12,2
880815c54dfffff,158,3
880815c555fffff,9,1
880815c557fffff,4,1
880815c561fffff,51,5
880815c563fffff,23,3
880815c565fffff,1,1
880815c567fffff,4,1
880815c569fffff,14,1
880815c56bfffff,27,5
880815c56dfffff,18,4
880815c58dfffff,7,1
880815c595fffff,1,1
880815c599fffff,7,2
880815c59dfffff,2,1
880815c5b9fffff,9,2
880815c5bbfffff,18,3
880815c5c3fffff,18,3
880815c5c5fffff,38,3
880815c5c7fffff,22,3
880815c5d1fffff,8,2
880815c5d3fffff,27,4
880815c5d5fffff,13,2
880815c5dbfffff,9,1
880815c5ddfffff,13,2
880815c5e9fffff,8,1
880815c5ebfffff,18,2
880815c601fffff,10,3
880815c603fffff,10,1
880815c607fffff,10,3
880815c60bfffff,11,3
880815c60dfffff,4,1
880815c611fffff,12,3
880815c613fffff,14,4
880815c617fffff,4,1
880815c619fffff,179,3
880815c61bfffff,343,7
880815c61dfffff,35,4
880815c621fffff,2,1
880815c623fffff,8,1
880815c627fffff,2,1
880815c629fffff,6,3
880815c62dfffff,21,6
880815c631fffff,10,2
880815c633fffff,26,2
880815c635fffff,7,2
880815c63bfffff,44,3
880815c63dfffff,9,2
880815c649fffff,13,2
880815c64bfffff,4,1
880815c651fffff,48,4
880815c653fffff,332,3
880815c655fffff,17,2
880815c657fffff,11,2
880815c659fffff,11,3
880815c65bfffff,89,4
880815c65dfffff,107,5
880815c663fffff,13,2
880815c665fffff,5,1
880815c667fffff,17,3
880815c681fffff,354,4
880815c683fffff,337,4
880815c689fffff,51,4
880815c68bfffff,372,8
880815c68dfffff,371,5
880815c691fffff,71,4
880815c693fffff,19,3
880815c695fffff,221,3
880815c697fffff,26,2
880815c699fffff,37,3
880815c69bfffff,68,6
880815c69dfffff,47,3
880815c6c1fffff,682,6
880815c6c3fffff,565,8
880815c6c5fffff,2,1
880815c6c7fffff,79,4
880815c6c9fffff,217,7
880815c6cbfffff,435,5
880815c6cdfffff,73,4
880815c6d1fffff,15,3
880815c6d5fffff,14,2
880815c6d7fffff,12,3
880815c6d9fffff,162,7
880815c6dbfffff,37,6
880815c6ddfffff,247,5
880815c6e1fffff,155,4
880815c6e9fffff,35,2
880815c6ebfffff,65,4
880815c6edfffff,171,6
880815c701fffff,32,5
880815c703fffff,31,3
880815c705fffff,15,3
880815c709fffff,85,6
880815c70bfffff,26,2
880815c70dfffff,59,5
880815c711fffff,50,4
880815c713fffff,30,3
880815c715fffff,19,5
880815c717fffff,26,4
880815c719fffff,57,4
880815c71bfffff,353,8
880815c71dfffff,94,5
880815c721fffff,26,2
880815c723fffff,31,6
880815c725fffff,52,2
880815c727fffff,269,5
880815c729fffff,46,5
880815c72bfffff,11,2
880815c72dfffff,15,3
880815c731fffff,33,5
880815c735fffff,10,1
880815c737fffff,6,1
880815c739fffff,12,2
880815c73bfffff,17,3
880815c73dfffff,6,1
880815c751fffff,37,4
880815c753fffff,6,2
880815c755fffff,22,3
880815c757fffff,23,5
880815c75bfffff,26,4
880815c761fffff,12,2
880815c763fffff,29,5
880815c767fffff,1,1
880815c76bfffff,74,4
880815c901fffff,5,1
880815c903fffff,13,4
880815c907fffff,3,1
880815c909fffff,7,1
880815c90bfffff,10,3
880815c915fffff,9,2
880815c91dfffff,7,2
880815c923fffff,17,2
880815c935fffff,8,2
880815c939fffff,20,4
880815c93dfffff,16,4
880815c943fffff,8,2
880815c949fffff,15,2
880815c94bfffff,5,2
880815c951fffff,4,1
880815c957fffff,8,2
880815ca01fffff,10,1
880815ca03fffff,4,2
880815ca05fffff,174,4
880815ca07fffff,15,2
880815ca0bfffff,7,2
880815ca19fffff,2,1
880815ca1dfffff,6,2
880815ca21fffff,5,1
880815ca25fffff,498,7
880815ca29fffff,121,5
880815ca2dfffff,211,3
880815ca39fffff,3,1
880815ca53fffff,15,2
880815ca55fffff,3,1
880815ca57fffff,11,3
880815ca5bfffff,12,3
880815ca65fffff,9,1
880815ca67fffff,81,3
880815cb03fffff,17,2
880815cb07fffff,17,4
880815cb0bfffff,2,1
880815cb11fffff,7,3
880815cb15fffff,46,3
880815cb19fffff,162,4
880815cb1dfffff,44,5
880815cb2bfffff,4,1
880815cb31fffff,1,1
880815cb39fffff,6,2
880815cb3dfffff,8,2
880815cb43fffff,1,1
880815cb49fffff,7,2
880815cb4bfffff,6,1
880815cb51fffff,93,6
880815cb53fffff,118,5
880815cb55fffff,41,4
880815cb57fffff,43,4
880815cb59fffff,124,4
880815cb5bfffff,604,8
880815cb5dfffff,7,1
880815ce59fffff,6,1
880815d001fffff,3,1
880815d003fffff,4,1
880815d007fffff,5,2
880815d011fffff,4,3
880815d015fffff,8,2
880815d017fffff,1,1
880815d019fffff,4,1
880815d01bfffff,2,1
880815d01dfffff,6,1
880815d029fffff,11,4
880815d02bfffff,2,1
880815d031fffff,21,4
880815d033fffff,16,5
880815d035fffff,67,5
880815d037fffff,11,2
880815d039fffff,4,1
880815d03bfffff,6,3
880815d065fffff,4,1
880815d081fffff,2,2
880815d083fffff,10,3
880815d085fffff,16,3
880815d08dfffff,14,4
880815d091fffff,9,2
880815d093fffff,3,1
880815d097fffff,2,1
880815d0a7fffff,7,1
880815d0b9fffff,10,1
880815d0bbfffff,2,1
880815d0c5fffff,20,3
880815d0e1fffff,1,1
880815d0e9fffff,10,2
880815d0ebfffff,9,4
880815d0edfffff,5,3
880815d133fffff,6,1
880815d157fffff,2,1
880815d15bfffff,12,1
880815d181fffff,4,1
880815d185fffff,8,1
880815d189fffff,10,4
880815d18dfffff,17,2
880815d197fffff,9,3
880815d19bfffff,2,1
880815d19dfffff,6,1
880815d1a1fffff,4,1
880815d1a3fffff,6,2
880815d1a5fffff,6,2
880815d1a7fffff,9,1
880815d1a9fffff,1,1
880815d1abfffff,14,1
880815d1adfffff,3,1
880815d1c3fffff,31,5
880815d1c5fffff,9,2
880815d1c9fffff,6,2
880815d1cbfffff,28,2
880815d1cdfffff,7,3
880815d1d5fffff,15,4
880815d1d7fffff,5,1
880815d1ddfffff,15,3
880815d1e1fffff,11,2
880815d1e5fffff,8,2
880815d1e7fffff,11,3
880815d1e9fffff,16,3
880815d1ebfffff,12,1
880815d1edfffff,5,2
880815d211fffff,1,1
880815d21bfffff,2,1
880815d2a5fffff,2,1
880815d2a9fffff,4,1
880815d2abfffff,4,2
880815d30dfffff,2,1
880815d319fffff,1,1
880815d353fffff,2,1
880815d35bfffff,1,1
880815d409fffff,33,2
880815d40bfffff,6,2
880815d40dfffff,17,4
880815d419fffff,5,1
880815d41bfffff,21,3
880815d433fffff,14,4
880815d43bfffff,4,1
880815d441fffff,2,1
880815d44bfffff,1,1
880815d451fffff,24,2
880815d453fffff,42,3
880815d455fffff,30,3
880815d457fffff,19,2
880815d45bfffff,22,3
880815d46bfffff,4,1
880815d4a1fffff,13,2
880815d4a3fffff,15,2
880815d4a5fffff,27,1
880815d4a7fffff,22,3
880815d4b1fffff,18,2
880815d4b3fffff,71,4
880815d4b5fffff,31,4
880815d4b7fffff,7,3
880815d4bbfffff,25,3
880815d4c9fffff,35,5
880815d509fffff,2,1
880815d50bfffff,2,1
880815d521fffff,35,4
880815d523fffff,38,2
880815d525fffff,198,5
880815d527fffff,43,3
880815d52dfffff,94,2
880815d531fffff,10,2
880815d533fffff,6,2
880815d535fffff,39,5
880815d53dfffff,14,3
880815d545fffff,16,3
880815d547fffff,12,2
880815d563fffff,2,1
880815d565fffff,5,2
880815d567fffff,3,1
880815d56bfffff,6,2
880815d56dfffff,3,1
880815d599fffff,8,1
880815d5a9fffff,1,1
880815d5adfffff,11,1
880815d5c3fffff,4,1
880815d5c7fffff,2,1
880815d5d3fffff,3,2
880815d5d9fffff,67,7
880815d5dbfffff,13,3
880815d5ddfffff,36,4
880815d5e9fffff,4,2
880815d5edfffff,5,1
880815d611fffff,2,1
880815d615fffff,2,1
880815d617fffff,18,3
880815d631fffff,12,2
880815d633fffff,17,3
880815d635fffff,1,1
880815d637fffff,6,2
880815d639fffff,8,1
880815d63bfffff,24,5
880815d63dfffff,2,1
880815d685fffff,12,3
880815d687fffff,28,4
880815d689fffff,19,3
880815d68bfffff,9,4
880815d691fffff,30,4
880815d693fffff,106,2
880815d697fffff,8,2
880815d699fffff,7,3
880815d69bfffff,157,7
880815d69dfffff,15,4
880815d6a1fffff,83,7
880815d6a3fffff,20,5
880815d6a5fffff,32,3
880815d6a7fffff,46,5
880815d6a9fffff,19,5
880815d6abfffff,19,4
880815d6adfffff,67,4
880815d6b1fffff,26,4
880815d6b5fffff,20,3
880815d6b9fffff,32,3
880815d6bbfffff,13,4
880815d6bdfffff,70,8
880815d6c1fffff,67,7
880815d6c3fffff,45,7
880815d6c5fffff,17,4
880815d6c7fffff,1,1
880815d6c9fffff,48,4
880815d6cbfffff,23,4
880815d6cdfffff,40,7
880815d6d1fffff,12,2
880815d6d5fffff,22,4
880815d6d7fffff,1,1
880815d6ddfffff,8,2
880815d6e1fffff,6,1
880815d6e5fffff,2,1
880815d6e7fffff,3,1
880815d6edfffff,34,6
880815d9a7fffff,9,1
880815d9b5fffff,14,2
880815d9b7fffff,9,3
880815da83fffff,12,1
880815da91fffff,26,3
880815da95fffff,3,1
880815da99fffff,5,1
880815da9dfffff,7,3
880815dadbfffff,3,2
88081c0139fffff,2,1
88081c013bfffff,2,1
88081c0191fffff,1,1
88081c029bfffff,4,1
88081c0413fffff,2,1
88081c0465fffff,4,1
88081c04a5fffff,8,2
88081c04e1fffff,8,2
88081c04e7fffff,4,1
88081c04e9fffff,8,1
88081c0505fffff,6,2
88081c050dfffff,9,1
88081c0523fffff,2,1
88081c0529fffff,5,2
88081c052bfffff,8,1
88081c0535fffff,5,1
88081c053dfffff,8,2
88081c0543fffff,7,2
88081c0547fffff,4,2
88081c0551fffff,30,2
88081c0559fffff,102,4
88081c055dfffff,60,5
88081c0563fffff,10,3
88081c0593fffff,4,3
88081c0595fffff,6,2
88081c059bfffff,12,3
88081c059dfffff,2,1
88081c0605fffff,7,2
88081c060dfffff,2,1
88081c0629fffff,3,1
88081c0641fffff,4,1
88081c0647fffff,4,2
88081c0649fffff,4,1
88081c0663fffff,2,1
88081c06a9fffff,2,1
88081c06cbfffff,3,1
88081c06e3fffff,2,1
88081c0711fffff,5,1
88081c0715fffff,3,1
88081c0717fffff,11,2
88081c0733fffff,8,1
88081c0737fffff,9,1
88081c073bfffff,6,1
88081c0741fffff,6,1
88081c0745fffff,6,1
88081c074dfffff,4,1
88081c0753fffff,5,1
88081c0805fffff,5,1
88081c0825fffff,16,2
88081c0829fffff,13,3
88081c082dfffff,6,2
88081c0859fffff,4,1
88081c085dfffff,5,2
88081c0863fffff,18,3
88081c0911fffff,27,4
88081c0915fffff,7,1
88081c0917fffff,14,2
88081c0919fffff,3,1
88081c091bfffff,25,3
88081c0937fffff,6,1
88081c093bfffff,8,1
88081c0959fffff,5,1
88081c0a17fffff,8,1
88081c0a33fffff,8,3
88081c0a3bfffff,4,1
88081c0aedfffff,20,4
88081c0b61fffff,2,1
88081c0b6dfffff,4,1
88081c0c83fffff,2,1
88081c0cc7fffff,3,1
88081c0e0dfffff,6,1
88081c0e55fffff,1,1
88081c0e63fffff,1,1
88081c0e6bfffff,1,1
88081c0e89fffff,5,1
88081c0e8dfffff,13,3
88081c0ec1fffff,1,1
88081c0ec3fffff,2,1
88081c0ec7fffff,5,1
88081c0ec9fffff,3,1
88081c145bfffff,1,1
88081c1485fffff,7,3
88081c1489fffff,8,3
88081c148dfffff,7,3
88081c14a1fffff,5,1
88081c14a3fffff,4,1
88081c14abfffff,5,3
88081c14adfffff,2,1
88081c14c3fffff,2,1
88081c14cbfffff,10,2
88081c14ddfffff,1,1
88081c15adfffff,5,1
88081c15b1fffff,4,1
88081c15b9fffff,6,1
88081c15bdfffff,2,1
88081c15d7fffff,1,1
88081c16adfffff,3,2
88081c16e7fffff,3,1
88081c19a1fffff,9,1
88081c19a5fffff,4,2
88081c3013fffff,1,1
88081c3035fffff,6,2
88081c3037fffff,2,1
88081c3053fffff,1,1
88081c3059fffff,3,1
88081c30c1fffff,1,1
88081c30c3fffff,2,1
88081c30e5fffff,12,1
88081c30edfffff,10,3
88081c31d9fffff,3,2
88081c3231fffff,2,1
88081c3257fffff,7,1
88081c32b3fffff,1,1
88081c32b7fffff,7,2
88081c3429fffff,1,1
88081c3451fffff,4,1
88081c3547fffff,3,1
88081c3563fffff,5,1
88081c356dfffff,1,1
88081c36c1fffff,6,2
88081c36c5fffff,3,1
88081c36e9fffff,27,2
88081c386dfffff,18,4
88081c3929fffff,4,1
88081c3935fffff,2,1
88081c393dfffff,5,1
88081c3a4dfffff,10,3
88081c3a65fffff,1,1
88081c3a6dfffff,1,1
88081c3b17fffff,2,1
88081c3b19fffff,3,1
88081c3b3bfffff,3,1
88081c3b51fffff,7,1
88081c3b53fffff,4,1
88081c3b5bfffff,1,1
88081c4441fffff,42,3
88081c4445fffff,12,3
88081c4449fffff,13,1
88081c444dfffff,9,1
88081c4461fffff,11,3
88081c446bfffff,20,4
88081c4517fffff,3,1
88081c4527fffff,2,1
88081c4541fffff,2,1
88081c4549fffff,3,2
88081c4565fffff,2,1
88081c45a5fffff,9,3
88081c4623fffff,3,2
88081c4631fffff,6,2
